Home,Away,League,Season,Date,Gols_H,Gols_A,FTR,Placar
Milton Keynes Dons,Chesterfield,EFL League Two,2024/2025,2024-12-03,3.0,0.0,H,3.0 x 0.0
AFC Wimbledon,Newport County,EFL League Two,2024/2025,2024-12-03,2.0,2.0,D,2.0 x 2.0
Exeter,Wycombe,EFL League One,2024/2025,2024-12-03,2.0,2.0,D,2.0 x 2.0
Cheltenham,Port Vale,EFL League Two,2024/2025,2024-12-03,1.0,1.0,D,1.0 x 1.0
Colchester,Swindon,EFL League Two,2024/2025,2024-12-03,4.0,0.0,H,4.0 x 0.0
Alloa,Dumbarton,League One,2024/2025,2024-12-03,2.0,2.0,D,2.0 x 2.0
Mallorca,Barcelona,LaLiga,2024/2025,2024-12-03,1.0,5.0,A,1.0 x 5.0
Charlton,Crawley Town,EFL League One,2024/2025,2024-12-03,1.0,2.0,A,1.0 x 2.0
Cove Rangers,Stenhousemuir,League One,2024/2025,2024-12-03,0.0,3.0,A,0.0 x 3.0
Bradford,Barrow,EFL League Two,2024/2025,2024-12-03,1.0,1.0,D,1.0 x 1.0
Aston Villa,Brentford,Premier League,2024/2025,2024-12-04,3.0,1.0,H,3.0 x 1.0
Arsenal,Man United,Premier League,2024/2025,2024-12-04,2.0,0.0,H,2.0 x 0.0
Newcastle,Liverpool,Premier League,2024/2025,2024-12-04,3.0,3.0,D,3.0 x 3.0
Everton,Wolves,Premier League,2024/2025,2024-12-04,4.0,0.0,H,4.0 x 0.0
Aberdeen,Celtic,Premiership,2024/2025,2024-12-04,0.0,1.0,A,0.0 x 1.0
Rangers,Kilmarnock,Premiership,2024/2025,2024-12-04,6.0,0.0,H,6.0 x 0.0
Dundee,Motherwell,Premiership,2024/2025,2024-12-04,4.0,1.0,H,4.0 x 1.0
Southampton,Chelsea,Premier League,2024/2025,2024-12-04,1.0,5.0,A,1.0 x 5.0
Man City,Nott'm Forest,Premier League,2024/2025,2024-12-04,3.0,0.0,H,3.0 x 0.0
Ajax,Utrecht,Eredivisie,2024/2025,2024-12-04,2.0,2.0,D,2.0 x 2.0
Bromley,Gillingham,EFL League Two,2024/2025,2024-12-04,2.0,1.0,H,2.0 x 1.0
Fleetwood Town,Doncaster,EFL League Two,2024/2025,2024-12-04,2.0,4.0,A,2.0 x 4.0
Shrewsbury,Blackpool,EFL League One,2024/2025,2024-12-04,1.0,2.0,A,1.0 x 2.0
Ath Bilbao,Real Madrid,LaLiga,2024/2025,2024-12-04,2.0,1.0,H,2.0 x 1.0
Birmingham,Stockport,EFL League One,2024/2025,2024-12-04,2.0,0.0,H,2.0 x 0.0
Peterboro,Burton,EFL League One,2024/2025,2024-12-04,0.0,1.0,A,0.0 x 1.0
Moreirense,Sp Lisbon,Primeira Liga,2024/2025,2024-12-05,2.0,1.0,H,2.0 x 1.0
Fulham,Brighton,Premier League,2024/2025,2024-12-05,3.0,1.0,H,3.0 x 1.0
Bournemouth,Tottenham,Premier League,2024/2025,2024-12-05,1.0,0.0,H,1.0 x 0.0
Inter,Parma,Serie A,2024/2025,2024-12-06,3.0,1.0,H,3.0 x 1.0
Annecy,Clermont,Ligue 2,2024/2025,2024-12-06,2.0,0.0,H,2.0 x 0.0
Rodez,Pau FC,Ligue 2,2024/2025,2024-12-06,1.0,0.0,H,1.0 x 0.0
PSV Eindhoven,Twente,Eredivisie,2024/2025,2024-12-06,6.0,1.0,H,6.0 x 1.0
Atalanta,Milan,Serie A,2024/2025,2024-12-06,2.0,1.0,H,2.0 x 1.0
Lorient,Troyes,Ligue 2,2024/2025,2024-12-06,2.0,0.0,H,2.0 x 0.0
Mirandes,Levante,LaLiga 2,2024/2025,2024-12-06,2.0,1.0,H,2.0 x 1.0
Elversberg,Nurnberg,Bundesliga 2,2024/2025,2024-12-06,2.0,1.0,H,2.0 x 1.0
Paderborn,Schalke 04,Bundesliga 2,2024/2025,2024-12-06,2.0,4.0,A,2.0 x 4.0
Burnley,Middlesbrough,EFL Championship,2024/2025,2024-12-06,1.0,1.0,D,1.0 x 1.0
Trabzonspor,Kasimpasa,Super Lig,2024/2025,2024-12-06,2.0,2.0,D,2.0 x 2.0
Laval,Caen,Ligue 2,2024/2025,2024-12-06,1.0,0.0,H,1.0 x 0.0
Stuttgart,Union Berlin,Bundesliga,2024/2025,2024-12-06,3.0,2.0,H,3.0 x 2.0
Martigues,Guingamp,Ligue 2,2024/2025,2024-12-06,0.0,1.0,A,0.0 x 1.0
Red Star,Bastia,Ligue 2,2024/2025,2024-12-06,0.0,0.0,D,0.0 x 0.0
Celta,Mallorca,LaLiga,2024/2025,2024-12-06,2.0,0.0,H,2.0 x 0.0
Sp Braga,Estoril,Primeira Liga,2024/2025,2024-12-06,2.0,2.0,D,2.0 x 2.0
Juve Stabia,Sudtirol,Serie B,2024/2025,2024-12-06,2.0,1.0,H,2.0 x 1.0
Lille,Brest,Ligue 1,2024/2025,2024-12-06,3.0,1.0,H,3.0 x 1.0
Auxerre,Paris SG,Ligue 1,2024/2025,2024-12-06,0.0,0.0,D,0.0 x 0.0
Santa Clara,Rio Ave,Primeira Liga,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Chesterfield,Tranmere,EFL League Two,2024/2025,2024-12-07,3.0,0.0,H,3.0 x 0.0
Burton,Wrexham,EFL League One,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Barnsley,Birmingham,EFL League One,2024/2025,2024-12-07,1.0,2.0,A,1.0 x 2.0
Wigan,Leyton Orient,EFL League One,2024/2025,2024-12-07,0.0,2.0,A,0.0 x 2.0
Lincoln,Charlton,EFL League One,2024/2025,2024-12-07,0.0,0.0,D,0.0 x 0.0
Doncaster,Cheltenham,EFL League Two,2024/2025,2024-12-07,2.0,2.0,D,2.0 x 2.0
Gillingham,Salford,EFL League Two,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Harrogate,AFC Wimbledon,EFL League Two,2024/2025,2024-12-07,0.0,3.0,A,0.0 x 3.0
Greuther Furth,Hertha,Bundesliga 2,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Swindon,Fleetwood Town,EFL League Two,2024/2025,2024-12-07,3.0,1.0,H,3.0 x 1.0
Cambridge,Shrewsbury,EFL League One,2024/2025,2024-12-07,4.0,1.0,H,4.0 x 1.0
Cosenza,Frosinone,Serie B,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Modena,Salernitana,Serie B,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Mantova,Pisa,Serie B,2024/2025,2024-12-07,2.0,3.0,A,2.0 x 3.0
Carrarese,Palermo,Serie B,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Hannover,Ulm,Bundesliga 2,2024/2025,2024-12-07,3.0,2.0,H,3.0 x 2.0
Morecambe,Grimsby,EFL League Two,2024/2025,2024-12-07,0.0,3.0,A,0.0 x 3.0
Mansfield,Huddersfield,EFL League One,2024/2025,2024-12-07,1.0,2.0,A,1.0 x 2.0
Dundee United,Kilmarnock,Premiership,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Celtic,Hibernian,Premiership,2024/2025,2024-12-07,3.0,0.0,H,3.0 x 0.0
Famalicao,Porto,Primeira Liga,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Gil Vicente,Nacional,Primeira Liga,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Stockport,Exeter,EFL League One,2024/2025,2024-12-07,2.0,0.0,H,2.0 x 0.0
Wycombe,Reading,EFL League One,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Bari,Cesena,Serie B,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Crewe,Bradford,EFL League Two,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Grenoble,Amiens,Ligue 2,2024/2025,2024-12-07,0.0,2.0,A,0.0 x 2.0
Preußen Münster,Magdeburg,Bundesliga 2,2024/2025,2024-12-07,1.0,2.0,A,1.0 x 2.0
Ajaccio,Paris FC,Ligue 2,2024/2025,2024-12-07,0.0,2.0,A,0.0 x 2.0
St Mirren,Motherwell,Premiership,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Port Vale,Walsall,EFL League Two,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Accrington,Bromley,EFL League Two,2024/2025,2024-12-07,1.0,2.0,A,1.0 x 2.0
Genoa,Torino,Serie A,2024/2025,2024-12-07,0.0,0.0,D,0.0 x 0.0
Juventus,Bologna,Serie A,2024/2025,2024-12-07,2.0,2.0,D,2.0 x 2.0
Roma,Lecce,Serie A,2024/2025,2024-12-07,4.0,1.0,H,4.0 x 1.0
Hearts,Dundee,Premiership,2024/2025,2024-12-07,2.0,0.0,H,2.0 x 0.0
Benfica,Guimaraes,Primeira Liga,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Aberdeen,St Johnstone,Premiership,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Kaiserslautern,Karlsruhe,Bundesliga 2,2024/2025,2024-12-07,3.0,1.0,H,3.0 x 1.0
Stirling,Edinburgh City,League Two,2024/2025,2024-12-07,0.0,3.0,A,0.0 x 3.0
Hull,Blackburn,EFL Championship,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Angers,Lyon,Ligue 1,2024/2025,2024-12-07,0.0,3.0,A,0.0 x 3.0
Queens Park,Airdrie Utd,Championship,2024/2025,2024-12-07,2.0,0.0,H,2.0 x 0.0
Partick,Ayr,Championship,2024/2025,2024-12-07,1.0,0.0,H,1.0 x 0.0
Morton,Livingston,Championship,2024/2025,2024-12-07,0.0,0.0,D,0.0 x 0.0
Falkirk,Raith Rvs,Championship,2024/2025,2024-12-07,3.0,0.0,H,3.0 x 0.0
Las Palmas,Valladolid,LaLiga,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Nice,Le Havre,Ligue 1,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Betis,Barcelona,LaLiga,2024/2025,2024-12-07,2.0,2.0,D,2.0 x 2.0
Huesca,Eibar,LaLiga 2,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
La Coruna,Zaragoza,LaLiga 2,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Granada,Santander,LaLiga 2,2024/2025,2024-12-07,3.0,0.0,H,3.0 x 0.0
Elche,Cadiz,LaLiga 2,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Clyde,Peterhead,League Two,2024/2025,2024-12-07,3.0,2.0,H,3.0 x 2.0
East Fife,Elgin,League Two,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Dunfermline,Hamilton,Championship,2024/2025,2024-12-07,3.0,2.0,H,3.0 x 2.0
Valencia,Vallecano,LaLiga,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Monaco,Toulouse,Ligue 1,2024/2025,2024-12-07,2.0,0.0,H,2.0 x 0.0
Sparta Rotterdam,NAC Breda,Eredivisie,2024/2025,2024-12-07,0.0,2.0,A,0.0 x 2.0
Aris,Atromitos,Superliga,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
M'gladbach,Dortmund,Bundesliga,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Leverkusen,St Pauli,Bundesliga,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Olympiakos,Volos NFC,Superliga,2024/2025,2024-12-07,3.0,0.0,H,3.0 x 0.0
Holstein Kiel,RB Leipzig,Bundesliga,2024/2025,2024-12-07,0.0,2.0,A,0.0 x 2.0
Ein Frankfurt,Augsburg,Bundesliga,2024/2025,2024-12-07,2.0,2.0,D,2.0 x 2.0
Go Ahead Eagles,Nijmegen,Eredivisie,2024/2025,2024-12-07,5.0,0.0,H,5.0 x 0.0
Bochum,Werder Bremen,Bundesliga,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Genk,Kortrijk,Jupiler League,2024/2025,2024-12-07,3.0,2.0,H,3.0 x 2.0
Mechelen,Club Brugge,Jupiler League,2024/2025,2024-12-07,1.0,2.0,A,1.0 x 2.0
Standard,Oud-Heverlee Leuven,Jupiler League,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Gent,St Truiden,Jupiler League,2024/2025,2024-12-07,2.0,0.0,H,2.0 x 0.0
Heracles,For Sittard,Eredivisie,2024/2025,2024-12-07,2.0,2.0,D,2.0 x 2.0
Waalwijk,Feyenoord,Eredivisie,2024/2025,2024-12-07,2.0,3.0,A,2.0 x 3.0
Bayern Munich,Heidenheim,Bundesliga,2024/2025,2024-12-07,4.0,2.0,H,4.0 x 2.0
Girona,Real Madrid,LaLiga,2024/2025,2024-12-07,0.0,3.0,A,0.0 x 3.0
Luton,Swansea,EFL Championship,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Annan Athletic,Cove Rangers,League One,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Arbroath,Queen of Sth,League One,2024/2025,2024-12-07,2.0,1.0,H,2.0 x 1.0
Millwall,Coventry,EFL Championship,2024/2025,2024-12-07,0.0,1.0,A,0.0 x 1.0
Goztep,Ad. Demirspor,Super Lig,2024/2025,2024-12-07,3.0,1.0,H,3.0 x 1.0
Konyaspor,Antalyaspor,Super Lig,2024/2025,2024-12-07,1.0,1.0,D,1.0 x 1.0
Stenhousemuir,Dumbarton,League One,2024/2025,2024-12-07,4.0,0.0,H,4.0 x 0.0
Montrose,Inverness C,League One,2024/2025,2024-12-07,2.0,3.0,A,2.0 x 3.0
